Meeting,URL,code,Key,Topic
Google AI for developers: Research to reality,https://www.youtube.com/watch?v=LtapFtQQKMc,BRK2-184,本次會議主要介紹 Google DeepMind 在 AI 領域的最新研究成果以及如何將這些成果應用於實際開發中。重點包括 Gemini 模型系列的強大功能和多樣性，以及 Google AI Studio 這個便捷的開發工具。強調 Google 致力於以負責任的方式開發 AI，並使其對開發者、企業和一般大眾都有所助益。,"AI
"
Google Cloud Next 25 in a minute,https://www.youtube.com/watch?v=OIJywyYQrd8,EVENT-01,,
Google Workspace: How businesses are using AI to drive results,https://www.youtube.com/watch?v=wfDJgOs8fBQ,SPTL101,"本次會議主要探討 Google Workspace 如何透過整合 Gemini AI，協助企業提升生產力、改善協作效率，並確保資料安全與合規性。核心觀點包括：

*   Gemini AI 已整合至 Google Workspace 的核心功能，無需額外附加元件，即可為所有使用者提供 AI 輔助。
*   AI 功能協助使用者處理各種任務，例如撰寫電子郵件、文件、會議記錄、試算表等，每月提供超過 20 億次 AI 輔助。
*   Google Workspace 強調資料安全與隱私，確保使用者資料不會被用於廣告投放或人工審閱，並符合多項安全與合規性認證。
*   透過 Google Vids 等新應用，Google Workspace 正在將影片製作大眾化，讓更多員工能夠輕鬆創建多媒體內容。
*   Etsy 和 Rivian 等企業分享了他們如何利用 Google Workspace 和 Gemini AI 改善客戶服務、加速產品開發，並提升整體營運效率。","Workspace
"
Google Workspace: How businesses are using AI to drive results (Recap),https://www.youtube.com/watch?v=QIqPXb40pPU,SPTL101-RC,,
Google Workspace: Secure and compliant collaboration for regulated industries,https://www.youtube.com/watch?v=E2YbBzx9bvc,BRK2-158,Google Workspace 旨在簡化受監管行業的合規策略，透過安全設計的基礎設施、細緻的加密技術、技術性資料存取控制以及行業認證，在單一雲端實例中實現，無需客製化客戶端。Google 強調其獨特優勢在於透過技術而非僅僅是合約邊界，阻止政府過度干預並防止資料存取，所有這些都在現代瀏覽器基礎的安全環境中進行。此外，Google Workspace 正在擴展其合規能力至 Gemini for Workspace，並推出客戶端加密套件的新功能，以提供更精細、自主和合規的控制。,"Workspace
"
Google’s AI-powered next-gen global network: Built for the Gemini era,https://www.youtube.com/watch?v=oZN9kUIVLOU,BRK2-133,"本次會議主要介紹 Google 如何利用 AI 技術重新架構其全球網路，以應對 AI 時代對網路效能、可靠性、安全性和效率提出的新挑戰。核心觀點包括：

*   **AI 時代的網路需求：** 傳統網路架構已無法滿足 AI 應用對高頻寬、低延遲、高可靠性和安全性的需求。
*   **Google 的解決方案：** Google 透過四大原則重新設計其網路：指數級擴展性、超越 9 的可靠性、意圖驅動的可程式化能力和自主網路。
*   **與合作夥伴的協同：** Google 與 British Telecom (BT) 等合作夥伴合作，將其網路與 Google Cloud WAN 整合，為客戶提供端到端的網路解決方案。","Networking
"
Grow your business with BigQuery and Google Maps Platform,https://www.youtube.com/watch?v=ws0UokqTNhA,BRK3-059,"本次會議主要介紹 Google Maps Platform、Earth Engine 和 BigQuery 在地理空間分析方面的最新創新和發展。核心觀點包括：

*   地理空間分析市場正在快速發展，這得益於分析工具的強大功能、AI 驅動的超本地化趨勢，以及 GenAI 降低了地理空間分析的技術門檻。
*   客戶面臨的主要挑戰是找到合適的數據，以及整合來自不同來源的數據。
*   Google Maps Platform 提供可靠且強大的數據，擁有超過 20 億月活躍用戶，並透過 AI、合作夥伴關係和社群驗證來確保數據品質。
*   Google 正在將 Google Maps Platform 和 Earth Engine 的數據集整合到 BigQuery 中，讓決策者和數據分析師能夠在熟悉的 BigQuery 環境中利用地理空間智慧。
*   本次會議宣布了一系列豐富且易於使用的地理空間功能和數據集，包括 Imagery Insights、Places Insights、Earth Engine in BigQuery 和 Roads Management Insights。","Data Analytics
"
Hadoop pioneer to cloud innovator: Yahoo’s data lake modernization journey,https://www.youtube.com/watch?v=_7Oz1V1-ZiE,BRK3-023,本次會議主要探討 Yahoo 作為 Hadoop 的先驅，如何將其龐大的資料湖從傳統的內部部署環境遷移到 Google Cloud，實現雲端現代化的轉型歷程。重點在於分享 Yahoo 在此過程中遇到的挑戰、解決方案以及經驗教訓，旨在幫助其他企業在雲端轉型中節省時間和金錢。,"Migration
"
How a global bank transformed their data estate with Teradata + Google,https://www.youtube.com/watch?v=Pwso9duzorw,BRK2-216,"本次會議主要探討了匯豐銀行（HSBC）如何與 Teradata 和 Google Cloud 合作，將其關鍵數據資產從內部部署環境遷移到雲端，並實現現代化轉型。核心觀點包括：

*   **信任與合作夥伴關係至關重要：** 匯豐銀行強調與 Teradata 和 Google Cloud 建立深厚的信任關係，並將其視為合作夥伴，共同解決遷移過程中的挑戰。
*   **生態系統複雜性是主要挑戰：** 遷移的難點不在於 Teradata 本身的功能，而在於與銀行現有 IT 生態系統的整合，包括網路、安全、合規等。
*   **遷移目標是提升能力和靈活性：** 匯豐銀行希望透過遷移到雲端，提升數據處理速度、改善功能、並能利用 Google Cloud 的原生雲端產品。
*   **成本效益和業務連續性是關鍵考量：** 遷移不僅要提升性能，還要降低成本，並確保業務連續性，滿足監管要求。
*   **AI 和機器學習是未來發展方向：** 遷移到雲端為匯豐銀行提供了利用 AI 和機器學習技術，改善客戶體驗和業務流程的機會。","Migration
"
How a global bank transformed their data estate with Teradata + Google (Recap),https://www.youtube.com/watch?v=zROiJUSS70M,BRK2-216-RC,,
How AI agents can transform business operations for small IT teams,https://www.youtube.com/watch?v=8Ft38lcfadQ,BRK2-171,"本次會議探討了 AI 代理如何改變小型 IT 團隊的業務運營方式。講者們分享了他們在代理領域的經驗，並闡述了代理相較於傳統 AI 自動化的優勢，以及實際應用案例。核心觀點包括：

*   AI 代理能夠獨立運作，具備推理、規劃和自主適應能力，從而簡化重複性任務。
*   AI 代理可以作為個人購物助理、客戶服務代理和銷售代理等多重角色，提供更個性化的客戶體驗。
*   透過 Agent Space 等平台，企業可以更輕鬆地構建、部署和管理 AI 代理。
*   AI 代理在處理非結構化資料、進行大規模資料分析以及提高運營效率方面具有顯著優勢。
*   在導入 AI 代理時，應從解決實際問題出發，並確保代理能夠安全地存取企業資料。","Applied AI
"
How Anthropic is pushing the computing limits of AI at scale with GKE,https://www.youtube.com/watch?v=taqYKWX5vGw,BRK3-034,Anthropic 與 Google 合作，利用 Kubernetes 和 GKE（Google Kubernetes Engine）推動 AI 運算極限。Anthropic 基於 Kubernetes 構建 AI 平台，並透過客製化的排程器、快取機制和工作流程優化，實現高效能和高利用率。Google 則透過 GKE 提供大規模叢集管理能力，並與 Anthropic 合作解決擴展性挑戰。本次演講重點在於分享 Anthropic 如何利用 Kubernetes 運行大規模 AI 工作負載，以及 Google 如何透過 GKE 支援這些需求。,"Applied AI
"
How BigQuery can help modernize your data platform for the AI era,https://www.youtube.com/watch?v=Qa9tw4Zfq5I,BRK2-096,本次會議主要探討資料倉儲和資料湖的現代化，以及 BigQuery 如何協助企業將資料現代化，以迎接人工智慧時代。講者分享了遷移的最佳實踐、常見的陷阱，以及 PayPal 和 Intesa Sanpaolo 的實際遷移案例。同時，也介紹了 Google 在 BigQuery 產品方面的最新發布。,"Data Analytics
"
How BigQuery can help modernize your data platform for the AI era (Recap),https://www.youtube.com/watch?v=5a8jF20dM_4,BRK2-096-RC,,
How Google AI is supporting neurodiversity,https://www.youtube.com/watch?v=bVFllkhEXr8,BRK1-081,"本次會議主要探討 Google AI 如何支持神經多樣性，以及為何企業應將此視為優先事項。同時分享了講者作為神經多樣性領導者的個人經驗。核心觀點包括：

*   神經多樣性是指大腦處理資訊方式的多樣性，約有五分之一的人口屬於神經多樣性群體。
*   神經多樣性群體具有巨大的消費能力和創新潛力，企業應重視並擁抱這個群體。
*   Gen Z 中有超過 50% 認為自己是神經多樣性，且 80% 的 Gen Z 更願意為對神經多樣性友善的雇主工作。
*   Google Gemini 等輔助技術可以幫助神經多樣性員工發揮優勢，提高效率、生產力和創造力。
*   企業應利用 AI 來簡化工作流程、提供即時字幕和會議摘要，以支持所有員工，特別是神經多樣性員工。","AI
"
How Google Cloud and Gemini Code Assist supercharge Android development,https://www.youtube.com/watch?v=VZTC9OQVzGg,BRK3-011,"本次會議主要探討 Renault 集團（及其子公司 Ampere）如何透過與 Google Cloud 合作，利用 Cloud Workstations 和 Gemini Code Assist 等工具，大幅提升 Android 軟體開發的效率、安全性和協作性，最終加速軟體定義汽車（SDV）的開發進程。核心觀點包括：

*   **解決傳統開發痛點：** 傳統開發環境設置繁瑣、耗時，且存在安全風險，Google Cloud 提供的解決方案有效解決這些問題。
*   **大幅縮短開發週期：** 透過雲端開發環境、AI 輔助編碼等方式，顯著減少程式碼同步、建置和測試所需的時間。
*   **提升開發團隊協作效率：** 雲端環境讓全球分散的開發團隊能夠隨時隨地安全地協作，實現持續開發。
*   **強化安全性：** 透過嚴格的網路安全控制和程式碼存取權限管理，確保智慧財產權的安全。
*   **利用 AI 提升開發效率：** Gemini Code Assist 等 AI 工具可以協助程式碼生成、測試案例生成和程式碼驗證，提高開發人員的生產力。
*   **虛擬化測試環境：** 建立汽車的虛擬雙生，讓開發人員能夠在虛擬環境中測試新功能，加速驗證流程。","App Dev
"
How lean IT teams can achieve enterprise-grade cybersecurity with Google Cloud,https://www.youtube.com/watch?v=0KSuKB2DsWA,BRK1-016,本次會議主要探討了精簡型 IT 團隊如何在 Google SecOps 的幫助下，實現企業級的網路安全。會議強調了中小企業在網路安全方面面臨的挑戰，以及如何利用 Google 的情報和 AI 技術來克服這些挑戰。,"Security
"
How Shopify and Palo Alto Networks use Dataflow bringing real-time data to AI,https://www.youtube.com/watch?v=FA8_aIzk5Ts,BRK2-095,"本次會議主要探討了 Shopify 和 Palo Alto Networks 如何利用 Google Cloud Dataflow 平台，將即時數據應用於人工智慧（AI）領域。核心觀點包括：

*   **Dataflow 的優勢：** Dataflow 作為一個全託管的串流平台，能夠處理大規模的即時數據，並提供強大的 SDK 和轉型功能，簡化了複雜的 AI 應用程式開發。
*   **Shopify 的多模態 AI 應用：** Shopify 利用 Dataflow 建立了一個多模態 AI 管道，用於提取產品的結構化數據，包括圖像和文本信息，並將其映射到 Shopify 的產品分類體系中。
*   **Palo Alto Networks 的大規模數據處理：** Palo Alto Networks 利用 Dataflow 處理來自數十萬個設備的數百萬個事件，每天處理數 PB 的數據，並將這些數據用於安全分析和威脅緩解。
*   **基礎設施的重要性：** 會議強調了基礎設施在 AI 應用中的重要性，包括 GPU 加速、資源優化和低延遲數據處理。
*   **Dataflow 的新功能：** 會議介紹了 Dataflow 的一些新功能，包括 Run Inference 轉型、RAG 應用支援、Iceberg I/O 整合和數據沿襲追蹤。","Applied AI
"
How Shopify runs their biggest business event of the year with GKE,https://www.youtube.com/watch?v=1RSgI4kwfOY,BRK2-084,"本次會議主要探討 Shopify 如何利用 Google Kubernetes Engine (GKE) 及其新功能（如自定義運算類別）來應對其年度最大流量高峰期，即黑色星期五和網路星期一 (BFCM)。核心觀點包括：

*   **GKE 的重要性：** GKE 在 Shopify 應對 BFCM 期間的大規模流量方面扮演關鍵角色，提供所需的效能、可擴展性和可用性。
*   **自定義運算類別的優勢：** 自定義運算類別讓 Shopify 能夠根據不同區域的運算資源可用性，靈活地調整其應用程式的運算資源配置，從而優化效能和成本。
*   **自動化和簡化：** GKE 和自定義運算類別有助於簡化運營複雜性，使 Shopify 能夠更有效地服務客戶。
*   **持續創新：** Shopify 不斷探索和採用 GKE 的新功能，以改進其基礎設施並提升使用者體驗。
*   **近乎即時的運算能力：** GKE 的最新進展，例如容器優化的運算，可實現更快的 Pod 排程和更低的延遲。","Compute
"
How to accelerate AI app development and use AlloyDB Omni in any environment,https://www.youtube.com/watch?v=fH-GG9MqpHI,BRK2-101,"本次會議主要探討如何利用 AlloyDB Omni 加速 AI 應用程式的開發，並將其應用於各種環境，包括雲端、地端和邊緣運算。核心觀點包括：

*   AlloyDB Omni 是一個可下載的資料庫軟體，可以在任何地方運行，包括本地端、多雲環境和邊緣設備。
*   AlloyDB Omni 基於 PostgreSQL，並加入了 Google 在 AI、效能和可擴展性方面的創新。
*   AlloyDB Omni 支援向量搜尋，可以輕鬆構建語意搜尋應用程式。
*   Ivan 提供 AlloyDB Omni 的託管服務，簡化了部署和管理。
*   Google Cloud Ready 計畫認證了與 AlloyDB 良好協作的合作夥伴解決方案。","Databases
"
How video game studios use Google Cloud to power gen AI in games,https://www.youtube.com/watch?v=NwB_ZpZ67hs,BRK1-052,"本次會議主要探討了遊戲工作室如何利用 Google Cloud 平台和生成式 AI 技術，來提升遊戲開發效率、改善玩家體驗，並創造更具互動性和沉浸感的「活生生」的遊戲世界。重點包括：

*   生成式 AI 在遊戲開發和遊戲體驗中的應用。
*   Google Cloud for Games 的技術堆疊及其三大支柱。
*   Agonis on GKE 如何簡化遊戲伺服器的運行和擴展。
*   Clang Games 如何利用 Google Cloud 和生成式 AI 打造 MMO 模擬遊戲 Seed。","Applied AI
"
Human and nonhuman identities as the bedrock for cloud security,https://www.youtube.com/watch?v=5mu43NXgVo8,BRK2-143,本次會議主要探討 Google Cloud 中人類與非人類身分的重要性，強調它們是雲端安全的核心基礎。會議涵蓋了身分優先安全模型的轉變、人類與非人類身分的具體安全措施，以及 Yahoo 在身分安全方面的實踐經驗。,"Security
"
Human expertise and empathy in an AI world,https://www.youtube.com/watch?v=iuP-xkDKYtI,BRK1-119,講者 Jen Grant (Dialpad 的 CMO) 主要探討 AI 如何輔助人類，特別是在客戶支援方面，讓支援人員更好地服務客戶。重點在於如何支持人類更好地完成工作，而非僅僅強調 AI 的能力。,"Applied AI
"
Humans and AI agents together—driving success with Salesforce and Google Cloud,https://www.youtube.com/watch?v=CLnCVdwWwPQ,BRK1-154,"本次會議主要探討了 Salesforce Agent Force 如何與 Google Cloud 合作，利用多代理系統（Multi-Agent Systems）和代理互操作性（Agent Interoperability）來提升客戶體驗和工作效率。核心觀點包括：

*   **Agent Force 的重要性：** Agent Force 作為 Salesforce 的數位勞動力平台，旨在解決企業工作人員工作量過大和客戶期望更高的問題，透過構建自主代理來處理低價值任務，提升生產力。
*   **多代理系統的優勢：** 多個專業代理協同工作，可以更有效地處理複雜任務，提高效能、彈性和可擴展性。
*   **代理互操作性的必要性：** 解決不同平台（如 Salesforce、Google Cloud、Anthropic、OpenAI）構建的代理之間無法有效溝通的問題，實現無縫協作，提供一致的客戶體驗。
*   **Salesforce 與 Google Cloud 的合作：** 透過 A2A（Agent-to-Agent）協議，實現不同平台代理之間的互操作性，共同推動 AI 創新。","Applied AI
"
Hybrid LLMs for edge AI applications,https://www.youtube.com/watch?v=OqeiJ0es0sA,BRK3-058,"本次會議主要探討了混合使用大型語言模型（LLM），結合雲端和邊緣運算的優勢，以提升 AI 應用程式的效能、隱私和可用性。核心觀點包括：

*   **混合 LLM 的優勢：** 結合雲端 LLM 的強大能力和邊緣 LLM 的低延遲、隱私保護和離線可用性。
*   **邊緣運算的必要性：** 在網路連線不穩定或需要保護使用者隱私的場景下，邊緣 LLM 尤其重要。
*   **MediaPipe 框架：** Google 的 MediaPipe 框架可簡化在邊緣裝置上部署和執行 LLM 的流程。
*   **多種混合架構：** 介紹了序列式、並行式和路由式等多種混合 LLM 架構，各有優缺點。
*   **效能評估的重要性：** 強調在選擇和部署 LLM 時，需要仔細評估模型的效能、延遲和準確性。","Applied AI
"
Implement a cloud detection strategy for effective incident response,https://www.youtube.com/watch?v=OnjHltE2fgU,BRK3-045,"本次會議主要探討在雲端環境中，如何建立有效的偵測策略以應對安全事件。核心觀點包括：

*   雲端環境的特殊性：傳統的端點偵測與回應（EDR）方法在雲端環境中存在局限性，需要考慮混合身份、臨時雲端資產以及控制平面日誌等因素。
*   威脅建模的重要性：了解針對雲端環境的特定威脅，是建立有效偵測策略的基礎。
*   日誌記錄的關鍵性：預設情況下，許多重要的雲端日誌並未啟用，需要手動配置。
*   善用雲端供應商提供的安全工具：例如 Google Cloud 的 Security Command Center 和 AWS 的 GuardDuty，可以快速獲得有價值的安全洞察。
*   持續迭代與成熟度提升：透過威脅建模、日誌記錄、偵測與回應等方面的持續改進，逐步提升雲端安全防護能力。","Security
"
Inference at scale with Google Cloud’s AI Hypercomputer,https://www.youtube.com/watch?v=susBrCautR8,BRK2-130,本次會議主要介紹 Google Cloud 的 AI Hypercomputer 在大規模推論方面的進展，包括硬體加速器（TPU 和 GPU）的選擇、LLM 推論的優化方案（VLLM 和 Jetstream）、以及 Pathways 架構帶來的性能提升。同時，也邀請了 Osmos 和 Contextual AI 這兩家合作夥伴，分享他們如何利用 AI Hypercomputer 來驅動實際工作負載。,"Applied AI
"
Inference at scale with Google Cloud’s AI Hypercomputer (Recap),https://www.youtube.com/watch?v=rpbWWssLkMY,BRK2-130-RC,,
Inflection points on the path to IPO with Spotify,https://www.youtube.com/watch?v=LyYEnfMNG6s,BRK1-094,本次會議主要探討 Spotify 在 IPO 過程中，於領導力、風險管理、技術架構和 AI 應用等方面所面臨的挑戰與應對策略。重點在於如何從新創公司快速發展的模式，轉變為符合上市公司規範的嚴謹體系，同時保持創新能力和開發效率。,"Applied AI
"
Innovate data workloads with AI-first data prep and BigQuery notebooks,https://www.youtube.com/watch?v=2IqAJ1UoXEw,BRK3-017,"本次會議主要探討了 BigQuery 中多項 AI 功能，以及如何利用這些功能創新資料工作負載。核心觀點包括：

*   **解決時間浪費問題：** 利用 Gemini 賦能的資料準備工具，簡化資料清理和 ETL 流程，從數週縮短到數分鐘。
*   **解決低效的資料分析問題：** 透過 BigQuery 筆記本，整合多種工具和引擎，打破組織內部的資料孤島，讓更多人能夠進行高效的資料分析。
*   **挖掘未開發的資料價值：** 利用 BigQuery 的統一資料平台，打破資料孤島，解鎖metadata，輕鬆獲得洞察。
*   **BigQuery Studio 的未來：** 打造一個無縫、單一、統一的工作空間，讓資料分析師、資料科學家和資料工程師能夠協同工作。
*   **GAF 的實踐經驗：** 分享了 GAF 如何利用 BigQuery 和 Data Prep 解決資料準備的挑戰，並建立可擴展、可信賴的資料平台。","Applied AI
"
Innovation with speed: Journey of a large and complex data warehouse to Cloud,https://www.youtube.com/watch?v=CwOF7LgUHdg,BRK2-232,"本次會議主要探討了埃森哲（Accenture）與 Google Cloud、Teradata 合作，協助匯豐銀行（HSBC）將大型複雜的 Teradata 資料倉儲快速遷移至雲端的案例。核心觀點包括：

*   AI 發展迅速，但底層數據往往位於複雜的本地資料倉儲中，需要現代化。
*   傳統的資料重構耗時，本次採用了「直接遷移」（Lift and Shift）的方法，大幅縮短了遷移時間。
*   透過與 Teradata 和 Google Cloud 的合作，實現了零中斷的遷移。
*   遷移至雲端為匯豐銀行奠定了基礎，使其能夠充分利用 AI 的各種應用場景。
*   本次合作帶來了立即的成本節省、快速遷移、零中斷，以及加速創新的成果。","Migration
"
Insight to impact: Driving business innovation and value with AI agents today,https://www.youtube.com/watch?v=LqwrVxZ1mh8,BRK2-223,,
Into the Geminiverse: How to accelerate your solutions development,https://www.youtube.com/watch?v=xdTd_hzgmOM,BRK2-220,"本次會議主要介紹 Google DeepMind 的 Gemini 模型，以及如何利用 Gemini API 和 AI Studio 來加速解決方案的開發。重點包括：

*   **Gemini 的多模態特性：** Gemini 從一開始就被設計成可以處理多種資料格式，包括文字、圖片、影片等，減少了開發者處理不同資料格式的複雜性。
*   **Gemini 的不同版本：** Gemini 有 Pro、Flash 和 Nano 等不同版本，分別適用於不同的應用場景，開發者可以根據需求選擇合適的版本。
*   **Gemini 的工具和功能：** Gemini 提供了許多工具和功能，例如程式碼執行、Google 搜尋整合和即時串流，可以幫助開發者更輕鬆地開發解決方案。
*   **AI Studio 的使用：** AI Studio 是一個免費的 UI 工具，可以讓開發者在不需要編寫任何程式碼的情況下，快速實驗 Gemini 的各種功能。
*   **Gemini API 的使用：** Gemini API 提供了 Python、JavaScript 和 Go 等多種 SDK，開發者可以使用自己喜歡的程式語言來呼叫 API。
*   **Gem Media Team 的 Imagine 和 Veo 模型：** Imagine 是一個高品質的文字轉圖片模型，Veo 是一個文字轉影片模型，開發者可以使用這些模型來生成高品質的媒體內容。","Gemini
"
Introducing Firebase Genkit: A new framework for AI development,https://www.youtube.com/watch?v=YgZIUlYqruQ,BRK2-060,GenKit 是一個由 Firebase 團隊開發的開源框架，旨在簡化開發者使用大型語言模型（LLM）的流程。它提供框架、工具和可觀測性，協助開發者構建、測試、調整、偵錯和部署 AI 應用程式。GenKit 支援多種語言（JavaScript、Go 和 Python），並提供統一的模型 API，方便開發者切換和比較不同的模型。此外，GenKit 還提供結構化輸出、函數呼叫、檢索增強生成（RAG）和對話代理等功能，並與多個模型供應商、向量儲存提供商和平台整合。,"Applied AI
"
Introducing Firebase Genkit: A new framework for AI development (Recap),https://www.youtube.com/watch?v=9aSoxh9Rp1g,BRK2-060-RC,,
Introducing the one-stop shop for managing applications on Google Cloud,https://www.youtube.com/watch?v=hwXGaNvdOJg,BRK2-124,"本次會議主要介紹 Google Cloud 推出的 CloudHub，一個應用程式管理平台，旨在簡化雲端應用程式的管理，解決企業在應用程式部署、監控、成本控制等方面面臨的挑戰。核心觀點包括：

*   **應用程式中心平台：** CloudHub 將應用程式視為核心，提供資源關係建模、環境感知、變更追蹤等功能，幫助使用者更好地理解和管理應用程式。
*   **統一的洞察中心：** CloudHub 整合多個產品和領域的資料來源，提供情境化的、可操作的洞察，幫助使用者快速發現和解決問題。
*   **簡化故障排除：** CloudHub 提供統一的監控儀表板，整合指標和日誌，減少 SRE 在不同工具之間切換的時間，加速故障排除。
*   **優化成本和資源利用率：** CloudHub 提供應用程式層級的成本和資源利用率分析，幫助使用者更好地了解和優化資源使用。
*   **支援多應用程式管理：** CloudHub 支援在資料夾層級啟用應用程式管理，方便使用者管理多個應用程式。","App Dev
"
Ironwood TPUs and specialized AI Hardware: Jeff Dean on what’s next,https://www.youtube.com/watch?v=fNjH5izFeyw,SPTL300,本次會議主要討論了 Google 第七代 TPU，Ironwood，以及專用 AI 硬體的重要性。Jeff Dean 強調了 TPU 在訓練大型模型方面的效率和低能耗，並展望了 AI 在醫療、教育等領域的應用前景。會議還探討了 AI 基礎設施和硬體方面未來的挑戰，例如如何將大型模型轉化為更小、更易於部署的模型。,"AI
"
Ironwood TPUs and specialized AI Hardware: Jeff Dean on what’s next (Recap),https://www.youtube.com/watch?v=nLruW83RLIo,SPTL300-RC,,
Isomorphic Labs: Solving disease with AI,https://www.youtube.com/watch?v=YP8ENvG4iLU,BRK3-072,"Isomorphic Labs 致力於運用人工智慧技術，從原子解析度的分子建模到AI驅動的藥物設計，全面解決疾病問題。核心觀點包括：

*   **獨特技術建模：** 開發獨特技術，以原子解析度全面建模幾乎所有分子複合物的結構。
*   **廣泛的機器學習方法：** 部署多種機器學習方法，從生成模型到進階搜尋方法，設計和尋找符合需求的分子。
*   **通用模型：** 開發具備通用性的模型，模擬底層生物學和化學，不限於特定治療領域或方式。
*   **AlphaFold3 的應用：** 利用 AlphaFold3 預測分子結構，加速藥物設計。
*   **多尺度生物系統建模：** 從蛋白質到細胞、組織、器官，最終建立人類整體AI模型，全面理解生物學。
*   **AI 驅動的藥物發現：** 透過 AI 代理在模擬環境中進行開放式的藥物發現，針對任何目標設計分子。","Applied AI
"
LangGraph and MCP Toolbox: Building generative AI agents on your databases,https://www.youtube.com/watch?v=GGn580J5UOQ,BRK3-025,"本次演講介紹了如何使用 LangGraph 和 MCP Toolbox for Databases 來構建基於生成式 AI 的代理，以自動化複雜的實際工作流程。核心觀點包括：

*   **代理的定義與應用：** 代理是使用生成式 AI 模型進行決策的軟體應用，它們透過選擇工具（如 API 調用、資料庫查詢等）來收集資料並採取行動。
*   **LangGraph 的優勢：** LangGraph 在靈活性和可靠性之間取得了平衡，允許開發者定義 LLM 可以在不同狀態之間轉換的圖，從而在每個狀態選擇不同的工具。
*   **MCP Toolbox for Databases 的作用：** MCP Toolbox 是一個開源伺服器，簡化了代理與資料庫的連接，改善了可觀察性，並易於整合身份驗證服務，以解決資料存取問題。
*   **安全考量：** 強調了在構建 AI 代理時需要考慮的安全問題，例如防止惡意使用者欺騙代理以存取未授權的資料。
*   **模型上下文協定 (MCP)：** Toolbox 支援 MCP，這意味著它可以被任何與 MCP 相容的代理使用。","Applied AI
"
"Less artificial, more intelligence",https://www.youtube.com/watch?v=930nkqBYaQw,SPTL107,"本次會議主要探討了人工智慧（AI）如何從「人工」轉向「智慧」，以及 Google Cloud 在亞太地區（APAC）的 AI 發展策略。核心觀點包括：

*   **混合團隊的新模式：** 強調人類與 AI 代理在雲端協作的混合模式，將 SaaS（軟體即服務）轉向 RAS（工作即服務）和最終的結果即服務。
*   **Agentic AI 的重要性：** 認為具備代理能力的 AI 將徹底改變軟體服務的模式，並強調 A2A（代理到代理）的互通性。
*   **亞太地區的獨特性：** 強調亞太地區在 AI 採用速度、規模和定價方面的獨特需求，以及語言和文化差異的重要性。
*   **Google Cloud 在亞太地區的投資：** 包括數據中心擴張、硬體加速器投資和服務區域化，以滿足當地客戶的需求。
*   **AI 驅動的客戶體驗：** 強調 AI 不僅能提高效率，還能改善客戶體驗，最終實現客戶自動駕駛式的服務。
*   **企業 AI 轉型：** 強調企業需要將 AI 融入企業文化，讓每個員工都能夠使用 AI，而不僅僅是 IT 部門。
*   **垂直與水平 AI 應用：** 區分針對特定角色的垂直 AI 應用，以及觸及企業每個員工的水平 AI 應用。
*   **OPPO 的 AI 策略：** 強調以人為本的 AI 解決方案，以及 AI 安全的重要性，並介紹了 OPPO 在 AI 方面的研究成果。
*   **新加坡政府的雲端與 AI 策略：** 分享了新加坡政府如何透過與 Google Cloud 合作，將 AI 融入公共服務，提升效率和競爭力。

---","Applied AI
"
"Less artificial, more intelligence (Recap)",https://www.youtube.com/watch?v=miXip-GYi_Y,SPTL107-RC,,
Let's talk about thinking models: Test time compute and reasoning,https://www.youtube.com/watch?v=BblWtyu6fl4,BRK2-211,,
Lloyds Banking Group revolutionizes banking and insurance with Cloud and AI,https://www.youtube.com/watch?v=0o_uh2SDhnw,SPTL214,"本次會議主要探討勞埃德銀行集團（Lloyds Banking Group）如何透過雲端技術和人工智慧（AI）來革新其銀行和保險業務。核心觀點包括：

*   **以客戶為中心：** 強調從產品思維轉向以客戶需求為中心的服務模式，提供更個人化、無縫的客戶體驗。
*   **擁抱敏捷轉型：** 從傳統瀑布式開發轉向敏捷開發，加速產品迭代和交付速度。
*   **簡化與現代化：** 大力精簡應用程式數量，採用現代化技術堆疊，提升效率和可擴展性。
*   **生成式AI的應用：** 在工程、客戶服務、風險管理等多個領域應用生成式AI，提高生產力、準確性和客戶滿意度。
*   **與監管機構合作：** 積極與監管機構溝通，建立信任，確保創新符合法規要求。
*   **數據驅動：** 建立統一的數據平台，提升數據品質和可信度，為決策提供支持。
*   **合作夥伴生態系統：** 透過與合作夥伴合作，獲取外部視角、專業知識和技能，加速轉型。","Applied AI
"
Long context is all you need,https://www.youtube.com/watch?v=MVhAzBJnyQI,BRK2-215,"本次會議主要討論了長上下文模型的重要性及其在解決大型語言模型（LLM）挑戰中的作用。核心觀點包括：

*   上下文對於模型理解使用者意圖和生成相關回應至關重要。
*   長上下文模型能夠處理大量的背景資訊，從而克服傳統 LLM 在知識儲備和資訊時效性方面的限制。
*   Google 提供的 Gemini 1.5 Pro、2.0 Flashlight、2.0 Flash 和 2.5 Pro 等模型，都支援不同長度的上下文視窗，並在效能上有所提升。
*   2.5 Pro 模型在多項基準測試中，展現出超越其他強大模型的效能。","Gemini
"
